Id,date,tournament
M012408_Iran,1980-09-28,AFC Asian Cup
M012408_Kuwait,1980-09-28,AFC Asian Cup
M012409_Mali,1980-09-28,African Cup of Nations qualification
M012409_Mauritania,1980-09-28,African Cup of Nations qualification
M012410_Madagascar,1980-09-28,African Cup of Nations qualification
M012410_Mauritius,1980-09-28,African Cup of Nations qualification
M012411_Northern Cyprus,1980-09-28,Friendly
M012411_Turkey,1980-09-28,Friendly
M012412_North Korea,1980-09-28,AFC Asian Cup
M012412_South Korea,1980-09-28,AFC Asian Cup
M012413_Guyana,1980-09-28,CONCACAF Championship qualification
M012413_Suriname,1980-09-28,CONCACAF Championship qualification
M012414_Iran,1980-09-29,AFC Asian Cup
M012414_North Korea,1980-09-29,AFC Asian Cup
M012415_Kuwait,1980-09-30,AFC Asian Cup
M012415_South Korea,1980-09-30,AFC Asian Cup
M012416_El Salvador,1980-09-30,Friendly
M012416_Guatemala,1980-09-30,Friendly
M012417_Northern Cyprus,1980-09-30,Friendly
M012417_Saudi Arabia,1980-09-30,Friendly
M012418_Libya,1980-10-01,Friendly
M012418_Turkey,1980-10-01,Friendly
M012419_Costa Rica,1980-10-01,CONCACAF Championship qualification
M012419_Honduras,1980-10-01,CONCACAF Championship qualification
M012420_Saudi Arabia,1980-10-03,Friendly
M012420_Turkey,1980-10-03,Friendly
M012421_Libya,1980-10-04,Friendly
M012421_Saudi Arabia,1980-10-04,Friendly
M012422_Luxembourg,1980-10-04,Friendly
M012422_United States,1980-10-04,Friendly
M012423_El Salvador,1980-10-05,CONCACAF Championship qualification
M012423_Panama,1980-10-05,CONCACAF Championship qualification
M012424_Portugal,1980-10-07,Friendly
M012424_United States,1980-10-07,Friendly
M012425_Czechoslovakia,1980-10-08,Friendly
M012425_German DR,1980-10-08,Friendly
M012426_Austria,1980-10-08,Friendly
M012426_Hungary,1980-10-08,Friendly
M012427_Argentina,1980-10-09,Friendly
M012427_Bulgaria,1980-10-09,Friendly
M012428_Cyprus,1980-10-11,FIFA World Cup qualification
M012428_France,1980-10-11,FIFA World Cup qualification
M012429_Germany,1980-10-11,Friendly
M012429_Netherlands,1980-10-11,Friendly
M012430_Italy,1980-10-11,FIFA World Cup qualification
M012430_Luxembourg,1980-10-11,FIFA World Cup qualification
M012431_Costa Rica,1980-10-12,CONCACAF Championship qualification
M012431_Guatemala,1980-10-12,CONCACAF Championship qualification
M012432_Argentina,1980-10-12,Friendly
M012432_Poland,1980-10-12,Friendly
M012433_Cameroon,1980-10-12,FIFA World Cup qualification
M012433_Zimbabwe,1980-10-12,FIFA World Cup qualification
M012434_Mali,1980-10-12,African Cup of Nations qualification
M012434_Mauritania,1980-10-12,African Cup of Nations qualification
M012435_Guyana,1980-10-12,CONCACAF Championship qualification
M012435_Suriname,1980-10-12,CONCACAF Championship qualification
M012436_Turkey,1980-10-15,FIFA World Cup qualification
M012436_Wales,1980-10-15,FIFA World Cup qualification
M012437_New Zealand,1980-10-15,Merdeka Tournament
M012437_South Korea,1980-10-15,Merdeka Tournament
M012438_Portugal,1980-10-15,FIFA World Cup qualification
M012438_Scotland,1980-10-15,FIFA World Cup qualification
M012439_Iceland,1980-10-15,FIFA World Cup qualification
M012439_Russia,1980-10-15,FIFA World Cup qualification
M012440_Northern Ireland,1980-10-15,FIFA World Cup qualification
M012440_Sweden,1980-10-15,FIFA World Cup qualification
M012441_England,1980-10-15,FIFA World Cup qualification
M012441_Romania,1980-10-15,FIFA World Cup qualification
M012442_German DR,1980-10-15,Friendly
M012442_Spain,1980-10-15,Friendly
M012443_Denmark,1980-10-15,FIFA World Cup qualification
M012443_Greece,1980-10-15,FIFA World Cup qualification
M012444_Argentina,1980-10-15,Friendly
M012444_Czechoslovakia,1980-10-15,Friendly
M012445_Belgium,1980-10-15,FIFA World Cup qualification
M012445_Republic of Ireland,1980-10-15,FIFA World Cup qualification
M012446_Indonesia,1980-10-16,Merdeka Tournament
M012446_South Korea,1980-10-16,Merdeka Tournament
M012447_Malaysia,1980-10-17,Merdeka Tournament
M012447_Myanmar,1980-10-17,Merdeka Tournament
M012448_Morocco,1980-10-17,Merdeka Tournament
M012448_Thailand,1980-10-17,Merdeka Tournament
M012449_Kuwait,1980-10-18,Merdeka Tournament
M012449_South Korea,1980-10-18,Merdeka Tournament
M012450_Canada,1980-10-18,CONCACAF Championship qualification
M012450_Mexico,1980-10-18,CONCACAF Championship qualification
M012451_Albania,1980-10-19,FIFA World Cup qualification
M012451_Bulgaria,1980-10-19,FIFA World Cup qualification
M012452_Kuwait,1980-10-19,Merdeka Tournament
M012452_New Zealand,1980-10-19,Merdeka Tournament
M012453_Morocco,1980-10-20,Merdeka Tournament
M012453_South Korea,1980-10-20,Merdeka Tournament
M012454_Malaysia,1980-10-20,Merdeka Tournament
M012454_Thailand,1980-10-20,Merdeka Tournament
M012455_Morocco,1980-10-20,Merdeka Tournament
M012455_Myanmar,1980-10-20,Merdeka Tournament
M012456_Indonesia,1980-10-21,Merdeka Tournament
M012456_New Zealand,1980-10-21,Merdeka Tournament
M012457_Kuwait,1980-10-22,Merdeka Tournament
M012457_Myanmar,1980-10-22,Merdeka Tournament
M012458_Malaysia,1980-10-22,Merdeka Tournament
M012458_South Korea,1980-10-22,Merdeka Tournament
M012459_Guyana,1980-10-22,Friendly
M012459_Trinidad and Tobago,1980-10-22,Friendly
M012460_Myanmar,1980-10-22,Merdeka Tournament
M012460_Thailand,1980-10-22,Merdeka Tournament
M012461_South Korea,1980-10-23,Merdeka Tournament
M012461_Thailand,1980-10-23,Merdeka Tournament
M012462_Myanmar,1980-10-24,Merdeka Tournament
M012462_New Zealand,1980-10-24,Merdeka Tournament
M012463_Kuwait,1980-10-24,Merdeka Tournament
M012463_Thailand,1980-10-24,Merdeka Tournament
M012464_Guyana,1980-10-24,Friendly
M012464_Trinidad and Tobago,1980-10-24,Friendly
M012465_Indonesia,1980-10-25,Merdeka Tournament
M012465_Kuwait,1980-10-25,Merdeka Tournament
M012466_Liberia,1980-10-25,Friendly
M012466_Mali,1980-10-25,Friendly
M012467_Canada,1980-10-25,CONCACAF Championship qualification
M012467_United States,1980-10-25,CONCACAF Championship qualification
M012468_Indonesia,1980-10-26,Merdeka Tournament
M012468_Thailand,1980-10-26,Merdeka Tournament
M012469_Morocco,1980-10-26,Merdeka Tournament
M012469_New Zealand,1980-10-26,Merdeka Tournament
M012470_Guatemala,1980-10-26,CONCACAF Championship qualification
M012470_Honduras,1980-10-26,CONCACAF Championship qualification
M012471_Malawi,1980-10-26,African Cup of Nations qualification
M012471_Zimbabwe,1980-10-26,African Cup of Nations qualification
M012472_Kuwait,1980-10-27,Merdeka Tournament
M012472_Morocco,1980-10-27,Merdeka Tournament
M012473_Indonesia,1980-10-27,Merdeka Tournament
M012473_Malaysia,1980-10-27,Merdeka Tournament
M012474_New Zealand,1980-10-28,Merdeka Tournament
M012474_Thailand,1980-10-28,Merdeka Tournament
M012475_France,1980-10-28,FIFA World Cup qualification
M012475_Republic of Ireland,1980-10-28,FIFA World Cup qualification
M012476_Indonesia,1980-10-29,Merdeka Tournament
M012476_Morocco,1980-10-29,Merdeka Tournament
M012477_Norway,1980-10-29,FIFA World Cup qualification
M012477_Switzerland,1980-10-29,FIFA World Cup qualification
M012478_Kuwait,1980-10-29,Merdeka Tournament
M012478_Malaysia,1980-10-29,Merdeka Tournament
M012479_Brazil,1980-10-30,Friendly
M012479_Paraguay,1980-10-30,Friendly
M012480_Myanmar,1980-10-30,Merdeka Tournament
M012480_South Korea,1980-10-30,Merdeka Tournament
M012481_Malaysia,1980-10-30,Merdeka Tournament
M012481_New Zealand,1980-10-30,Merdeka Tournament
M012482_Indonesia,1980-10-31,Merdeka Tournament
M012482_Myanmar,1980-10-31,Merdeka Tournament
M012483_Canada,1980-11-01,CONCACAF Championship qualification
M012483_United States,1980-11-01,CONCACAF Championship qualification
M012484_Denmark,1980-11-01,FIFA World Cup qualification
M012484_Italy,1980-11-01,FIFA World Cup qualification
M012485_Madagascar,1980-11-01,Friendly
M012485_Tanzania,1980-11-01,Friendly
M012486_Angola,1980-11-01,Friendly
M012486_Zambia,1980-11-01,Friendly
M012487_Malaysia,1980-11-02,Merdeka Tournament
M012487_Morocco,1980-11-02,Merdeka Tournament
M012488_Angola,1980-11-02,Friendly
M012488_Zambia,1980-11-02,Friendly
M012489_Costa Rica,1980-11-05,CONCACAF Championship qualification
M012489_Panama,1980-11-05,CONCACAF Championship qualification
M012490_Malawi,1980-11-09,African Cup of Nations qualification
M012490_Zimbabwe,1980-11-09,African Cup of Nations qualification
M012491_Curaçao,1980-11-09,CONCACAF Championship qualification
M012491_Trinidad and Tobago,1980-11-09,CONCACAF Championship qualification
M012492_Mauritania,1980-11-09,Friendly
M012492_Senegal,1980-11-09,Friendly
M012493_Mexico,1980-11-09,CONCACAF Championship qualification
M012493_United States,1980-11-09,CONCACAF Championship qualification
M012494_El Salvador,1980-11-09,CONCACAF Championship qualification
M012494_Guatemala,1980-11-09,CONCACAF Championship qualification
M012495_Canada,1980-11-09,Friendly
M012495_Honduras,1980-11-09,Friendly
M012496_Cuba,1980-11-09,CONCACAF Championship qualification
M012496_Guyana,1980-11-09,CONCACAF Championship qualification
M012497_Bolivia,1980-11-09,Friendly
M012497_Uruguay,1980-11-09,Friendly
M012498_Gambia,1980-11-09,African Cup of Nations qualification
M012498_Liberia,1980-11-09,African Cup of Nations qualification
M012499_Australia,1980-11-11,Friendly
M012499_Greece,1980-11-11,Friendly
M012500_Canada,1980-11-11,Friendly
M012500_Guatemala,1980-11-11,Friendly
M012501_Peru,1980-11-12,Friendly
M012501_Uruguay,1980-11-12,Friendly
M012502_Ethiopia,1980-11-12,Friendly
M012502_Mozambique,1980-11-12,Friendly
M012503_Israel,1980-11-12,FIFA World Cup qualification
M012503_Sweden,1980-11-12,FIFA World Cup qualification
M012504_Poland,1980-11-12,Friendly
M012504_Spain,1980-11-12,Friendly
M012505_Sudan,1980-11-14,CECAFA Cup
M012505_Tanzania,1980-11-14,CECAFA Cup
M012506_Albania,1980-11-15,FIFA World Cup qualification
M012506_Austria,1980-11-15,FIFA World Cup qualification
M012507_Benin,1980-11-15,Friendly
M012507_Niger,1980-11-15,Friendly
M012508_Italy,1980-11-15,FIFA World Cup qualification
M012508_Yugoslavia,1980-11-15,FIFA World Cup qualification
M012509_Cameroon,1980-11-16,FIFA World Cup qualification
M012509_Zimbabwe,1980-11-16,FIFA World Cup qualification
M012510_Morocco,1980-11-16,FIFA World Cup qualification
M012510_Zambia,1980-11-16,FIFA World Cup qualification
M012511_Canada,1980-11-16,CONCACAF Championship qualification
M012511_Mexico,1980-11-16,CONCACAF Championship qualification
M012512_Malawi,1980-11-16,CECAFA Cup
M012512_Zanzibar,1980-11-16,CECAFA Cup
M012513_Angola,1980-11-16,African Cup of Nations qualification
M012513_Congo,1980-11-16,African Cup of Nations qualification
M012514_Costa Rica,1980-11-16,CONCACAF Championship qualification
M012514_Honduras,1980-11-16,CONCACAF Championship qualification
M012515_Guatemala,1980-11-16,CONCACAF Championship qualification
M012515_Panama,1980-11-16,CONCACAF Championship qualification
M012516_Brunei,1980-11-16,King's Cup
M012516_Western Australia,1980-11-16,King's Cup
M012517_DR Congo,1980-11-16,FIFA World Cup qualification
M012517_Madagascar,1980-11-16,FIFA World Cup qualification
M012518_Senegal,1980-11-17,African Cup of Nations qualification
M012518_Sierra Leone,1980-11-17,African Cup of Nations qualification
M012519_Somalia,1980-11-17,CECAFA Cup
M012519_Tanzania,1980-11-17,CECAFA Cup
M012520_Northern Ireland,1980-11-19,FIFA World Cup qualification
M012520_Portugal,1980-11-19,FIFA World Cup qualification
M012521_Belgium,1980-11-19,FIFA World Cup qualification
M012521_Netherlands,1980-11-19,FIFA World Cup qualification
M012522_Denmark,1980-11-19,FIFA World Cup qualification
M012522_Luxembourg,1980-11-19,FIFA World Cup qualification
M012523_England,1980-11-19,FIFA World Cup qualification
M012523_Switzerland,1980-11-19,FIFA World Cup qualification
M012524_German DR,1980-11-19,Friendly
M012524_Hungary,1980-11-19,Friendly
M012525_France,1980-11-19,Friendly
M012525_Germany,1980-11-19,Friendly
M012526_Cyprus,1980-11-19,FIFA World Cup qualification
M012526_Republic of Ireland,1980-11-19,FIFA World Cup qualification
M012527_Kenya,1980-11-19,CECAFA Cup
M012527_Malawi,1980-11-19,CECAFA Cup
M012528_Algeria,1980-11-19,Friendly
M012528_Poland,1980-11-19,Friendly
M012529_Czechoslovakia,1980-11-19,FIFA World Cup qualification
M012529_Wales,1980-11-19,FIFA World Cup qualification
M012530_Brunei,1980-11-20,King's Cup
M012530_Singapore,1980-11-20,King's Cup
M012531_Somalia,1980-11-20,CECAFA Cup
M012531_Sudan,1980-11-20,CECAFA Cup
M012532_Cuba,1980-11-22,Friendly
M012532_Trinidad and Tobago,1980-11-22,Friendly
M012533_Kenya,1980-11-22,CECAFA Cup
M012533_Zanzibar,1980-11-22,CECAFA Cup
M012534_El Salvador,1980-11-23,CONCACAF Championship qualification
M012534_Honduras,1980-11-23,CONCACAF Championship qualification
M012535_Gambia,1980-11-23,African Cup of Nations qualification
M012535_Liberia,1980-11-23,African Cup of Nations qualification
M012536_Mexico,1980-11-23,CONCACAF Championship qualification
M012536_United States,1980-11-23,CONCACAF Championship qualification
M012537_DR Congo,1980-11-23,Friendly
M012537_Guinea,1980-11-23,Friendly
M012538_Malawi,1980-11-24,CECAFA Cup
M012538_Tanzania,1980-11-24,CECAFA Cup
M012539_Singapore,1980-11-25,King's Cup
M012539_Western Australia,1980-11-25,King's Cup
M012540_Costa Rica,1980-11-26,CONCACAF Championship qualification
M012540_Guatemala,1980-11-26,CONCACAF Championship qualification
M012541_Sudan,1980-11-28,CECAFA Cup
M012541_Tanzania,1980-11-28,CECAFA Cup
M012542_Curaçao,1980-11-29,CONCACAF Championship qualification
M012542_Trinidad and Tobago,1980-11-29,CONCACAF Championship qualification
M012543_Bolivia,1980-11-30,Friendly
M012543_Finland,1980-11-30,Friendly
M012544_Angola,1980-11-30,African Cup of Nations qualification
M012544_Congo,1980-11-30,African Cup of Nations qualification
M012545_Cuba,1980-11-30,CONCACAF Championship qualification
M012545_Guyana,1980-11-30,CONCACAF Championship qualification
M012546_El Salvador,1980-11-30,CONCACAF Championship qualification
M012546_Honduras,1980-11-30,CONCACAF Championship qualification
M012547_Senegal,1980-11-30,African Cup of Nations qualification
M012547_Sierra Leone,1980-11-30,African Cup of Nations qualification
M012548_Morocco,1980-11-30,FIFA World Cup qualification
M012548_Zambia,1980-11-30,FIFA World Cup qualification
M012549_Australia,1980-12-02,Friendly
M012549_Israel,1980-12-02,Friendly
M012550_Bulgaria,1980-12-03,FIFA World Cup qualification
M012550_Germany,1980-12-03,FIFA World Cup qualification
M012551_Czechoslovakia,1980-12-03,FIFA World Cup qualification
M012551_Turkey,1980-12-03,FIFA World Cup qualification
M012552_Argentina,1980-12-04,Friendly
M012552_Russia,1980-12-04,Friendly
M012553_Bolivia,1980-12-04,Friendly
M012553_Finland,1980-12-04,Friendly
M012554_Australia,1980-12-05,Friendly
M012554_Hong Kong,1980-12-05,Friendly
M012555_Nigeria,1980-12-06,FIFA World Cup qualification
M012555_Tanzania,1980-12-06,FIFA World Cup qualification
M012556_Greece,1980-12-06,FIFA World Cup qualification
M012556_Italy,1980-12-06,FIFA World Cup qualification
M012557_Albania,1980-12-06,FIFA World Cup qualification
M012557_Austria,1980-12-06,FIFA World Cup qualification
M012558_Guatemala,1980-12-07,CONCACAF Championship qualification
M012558_Honduras,1980-12-07,CONCACAF Championship qualification
M012559_Malta,1980-12-07,FIFA World Cup qualification
M012559_Poland,1980-12-07,FIFA World Cup qualification
M012560_Australia,1980-12-07,Friendly
M012560_Indonesia,1980-12-07,Friendly
M012561_Guinea,1980-12-07,FIFA World Cup qualification
M012561_Liberia,1980-12-07,FIFA World Cup qualification
M012562_Kenya,1980-12-07,Friendly
M012562_Zambia,1980-12-07,Friendly
M012563_Mali,1980-12-07,Friendly
M012563_Togo,1980-12-07,Friendly
M012564_Finland,1980-12-08,Friendly
M012564_Uruguay,1980-12-08,Friendly
M012565_Mali,1980-12-09,Friendly
M012565_Togo,1980-12-09,Friendly
M012566_Costa Rica,1980-12-10,CONCACAF Championship qualification
M012566_El Salvador,1980-12-10,CONCACAF Championship qualification
M012567_Kenya,1980-12-10,Friendly
M012567_Zambia,1980-12-10,Friendly
M012568_Bolivia,1980-12-11,Friendly
M012568_Uruguay,1980-12-11,Friendly
M012569_Indonesia,1980-12-12,Friendly
M012569_Saudi Arabia,1980-12-12,Friendly
M012570_Curaçao,1980-12-12,CONCACAF Championship qualification
M012570_Haiti,1980-12-12,CONCACAF Championship qualification
M012571_Kenya,1980-12-12,Friendly
M012571_Zambia,1980-12-12,Friendly
M012572_Algeria,1980-12-12,FIFA World Cup qualification
M012572_Sudan,1980-12-12,FIFA World Cup qualification
M012573_Honduras,1980-12-14,CONCACAF Championship qualification
M012573_Panama,1980-12-14,CONCACAF Championship qualification
M012574_Niger,1980-12-14,FIFA World Cup qualification
M012574_Togo,1980-12-14,FIFA World Cup qualification
M012575_Indonesia,1980-12-14,Friendly
M012575_Saudi Arabia,1980-12-14,Friendly
M012576_Argentina,1980-12-16,Friendly
M012576_Switzerland,1980-12-16,Friendly
M012577_Israel,1980-12-17,FIFA World Cup qualification
M012577_Portugal,1980-12-17,FIFA World Cup qualification
M012578_Switzerland,1980-12-18,Friendly
M012578_Uruguay,1980-12-18,Friendly
M012579_Nigeria,1980-12-20,FIFA World Cup qualification
M012579_Tanzania,1980-12-20,FIFA World Cup qualification
M012580_Brazil,1980-12-21,Friendly
M012580_Switzerland,1980-12-21,Friendly
M012581_China PR,1980-12-21,FIFA World Cup qualification
M012581_Hong Kong,1980-12-21,FIFA World Cup qualification
M012582_DR Congo,1980-12-21,FIFA World Cup qualification
M012582_Madagascar,1980-12-21,FIFA World Cup qualification
M012583_El Salvador,1980-12-21,CONCACAF Championship qualification
M012583_Guatemala,1980-12-21,CONCACAF Championship qualification
M012584_Belgium,1980-12-21,FIFA World Cup qualification
M012584_Cyprus,1980-12-21,FIFA World Cup qualification
M012585_Guinea,1980-12-21,FIFA World Cup qualification
M012585_Liberia,1980-12-21,FIFA World Cup qualification
M012586_Japan,1980-12-22,FIFA World Cup qualification
M012586_Singapore,1980-12-22,FIFA World Cup qualification
M012587_Macau,1980-12-22,FIFA World Cup qualification
M012587_North Korea,1980-12-22,FIFA World Cup qualification
M012588_China PR,1980-12-24,FIFA World Cup qualification
M012588_Macau,1980-12-24,FIFA World Cup qualification
M012589_Hong Kong,1980-12-24,FIFA World Cup qualification
M012589_Singapore,1980-12-24,FIFA World Cup qualification
M012590_China PR,1980-12-26,FIFA World Cup qualification
M012590_Japan,1980-12-26,FIFA World Cup qualification
M012591_North Korea,1980-12-26,FIFA World Cup qualification
M012591_Singapore,1980-12-26,FIFA World Cup qualification
M012592_Niger,1980-12-28,FIFA World Cup qualification
M012592_Togo,1980-12-28,FIFA World Cup qualification
M012593_Algeria,1980-12-28,FIFA World Cup qualification
M012593_Sudan,1980-12-28,FIFA World Cup qualification
M012594_Hong Kong,1980-12-28,FIFA World Cup qualification
M012594_North Korea,1980-12-28,FIFA World Cup qualification
M012595_Japan,1980-12-28,FIFA World Cup qualification
M012595_Macau,1980-12-28,FIFA World Cup qualification
M012596_Netherlands,1980-12-30,Mundialito
M012596_Uruguay,1980-12-30,Mundialito
M012597_Japan,1980-12-30,FIFA World Cup qualification
M012597_North Korea,1980-12-30,FIFA World Cup qualification
M012598_China PR,1980-12-31,FIFA World Cup qualification
M012598_Hong Kong,1980-12-31,FIFA World Cup qualification
M012599_Argentina,1981-01-01,Mundialito
M012599_Germany,1981-01-01,Mundialito
M012600_Italy,1981-01-03,Mundialito
M012600_Uruguay,1981-01-03,Mundialito
M012601_Argentina,1981-01-04,Mundialito
M012601_Brazil,1981-01-04,Mundialito
M012602_China PR,1981-01-04,FIFA World Cup qualification
M012602_North Korea,1981-01-04,FIFA World Cup qualification
M012603_Italy,1981-01-06,Mundialito
M012603_Netherlands,1981-01-06,Mundialito
M012604_Brazil,1981-01-07,Mundialito
M012604_Germany,1981-01-07,Mundialito
M012605_Brazil,1981-01-10,Mundialito
M012605_Uruguay,1981-01-10,Mundialito
M012606_Curaçao,1981-01-11,Friendly
M012606_Venezuela,1981-01-11,Friendly
M012607_Qatar,1981-01-11,Friendly
M012607_Tunisia,1981-01-11,Friendly
M012608_Curaçao,1981-01-18,Friendly
M012608_Venezuela,1981-01-18,Friendly
M012609_Bulgaria,1981-01-20,Friendly
M012609_Mexico,1981-01-20,Friendly
M012610_Bulgaria,1981-01-27,Friendly
M012610_Ecuador,1981-01-27,Friendly
M012611_Greece,1981-01-28,FIFA World Cup qualification
M012611_Luxembourg,1981-01-28,FIFA World Cup qualification
M012612_Bolivia,1981-02-01,Friendly
M012612_Bulgaria,1981-02-01,Friendly
M012613_Brazil,1981-02-01,Friendly
M012613_Colombia,1981-02-01,Friendly
M012614_Mali,1981-02-02,Amílcar Cabral Cup
M012614_Mauritania,1981-02-02,Amílcar Cabral Cup
M012615_Gambia,1981-02-02,Amílcar Cabral Cup
M012615_Guinea,1981-02-02,Amílcar Cabral Cup
M012616_Cape Verde,1981-02-03,Amílcar Cabral Cup
M012616_Senegal,1981-02-03,Amílcar Cabral Cup
M012617_Czechoslovakia,1981-02-04,Friendly
M012617_Peru,1981-02-04,Friendly
M012618_Guinea,1981-02-04,Amílcar Cabral Cup
M012618_Mali,1981-02-04,Amílcar Cabral Cup
M012619_Guinea-Bissau,1981-02-05,Amílcar Cabral Cup
M012619_Senegal,1981-02-05,Amílcar Cabral Cup
M012620_Guinea,1981-02-06,Amílcar Cabral Cup
M012620_Mauritania,1981-02-06,Amílcar Cabral Cup
M012621_Iraq,1981-02-06,Friendly
M012621_Jordan,1981-02-06,Friendly
M012622_Gambia,1981-02-06,Amílcar Cabral Cup
M012622_Mali,1981-02-06,Amílcar Cabral Cup
M012623_Cape Verde,1981-02-07,Amílcar Cabral Cup
M012623_Guinea-Bissau,1981-02-07,Amílcar Cabral Cup
M012624_Brazil,1981-02-08,FIFA World Cup qualification
M012624_Venezuela,1981-02-08,FIFA World Cup qualification
M012625_Iraq,1981-02-08,Friendly
M012625_Jordan,1981-02-08,Friendly
M012626_Japan,1981-02-08,Friendly
M012626_Malaysia,1981-02-08,Friendly
M012627_Cape Verde,1981-02-09,Amílcar Cabral Cup
M012627_Mali,1981-02-09,Amílcar Cabral Cup
M012628_Guinea,1981-02-10,Amílcar Cabral Cup
M012628_Senegal,1981-02-10,Amílcar Cabral Cup
M012629_Japan,1981-02-10,Friendly
M012629_Malaysia,1981-02-10,Friendly
M012630_Guinea-Bissau,1981-02-11,Amílcar Cabral Cup
M012630_Mauritania,1981-02-11,Amílcar Cabral Cup
M012631_Mexico,1981-02-11,Friendly
M012631_South Korea,1981-02-11,Friendly
M012632_Bulgaria,1981-02-11,Friendly
M012632_Peru,1981-02-11,Friendly
M012633_Cape Verde,1981-02-12,Amílcar Cabral Cup
M012633_Senegal,1981-02-12,Amílcar Cabral Cup
M012634_Guinea,1981-02-13,Amílcar Cabral Cup
M012634_Mali,1981-02-13,Amílcar Cabral Cup
M012635_Jordan,1981-02-14,Friendly
M012635_Oman,1981-02-14,Friendly
M012636_Brazil,1981-02-14,Friendly
M012636_Ecuador,1981-02-14,Friendly
M012637_Morocco,1981-02-15,Friendly
M012637_Syria,1981-02-15,Friendly
M012638_Bolivia,1981-02-15,FIFA World Cup qualification
M012638_Venezuela,1981-02-15,FIFA World Cup qualification
M012639_Jordan,1981-02-16,Friendly
M012639_Oman,1981-02-16,Friendly
M012640_Japan,1981-02-17,Friendly
M012640_Singapore,1981-02-17,Friendly
M012641_Belgium,1981-02-18,FIFA World Cup qualification
M012641_Cyprus,1981-02-18,FIFA World Cup qualification
M012642_France,1981-02-18,Friendly
M012642_Spain,1981-02-18,Friendly
M012643_Japan,1981-02-19,Friendly
M012643_Singapore,1981-02-19,Friendly
M012644_Cyprus,1981-02-22,FIFA World Cup qualification
M012644_Netherlands,1981-02-22,FIFA World Cup qualification
M012645_Bolivia,1981-02-22,FIFA World Cup qualification
M012645_Brazil,1981-02-22,FIFA World Cup qualification
M012646_Indonesia,1981-02-24,Friendly
M012646_Japan,1981-02-24,Friendly
M012647_Republic of Ireland,1981-02-24,Friendly
M012647_Wales,1981-02-24,Friendly
M012648_Israel,1981-02-25,FIFA World Cup qualification
M012648_Scotland,1981-02-25,FIFA World Cup qualification
M012649_Bahrain,1981-02-27,Friendly
M012649_Jordan,1981-02-27,Friendly
M012650_Norway,1981-02-28,Friendly
M012650_Sweden,1981-02-28,Friendly
M012651_Finland,1981-03-01,Friendly
M012651_Sweden,1981-03-01,Friendly
M012652_Fiji,1981-03-02,Friendly
M012652_Tahiti,1981-03-02,Friendly
M012653_Bahrain,1981-03-05,Friendly
M012653_Tunisia,1981-03-05,Friendly
M012654_Saudi Arabia,1981-03-08,Friendly
M012654_Tunisia,1981-03-08,Friendly
M012655_Liberia,1981-03-08,Friendly
M012655_Togo,1981-03-08,Friendly
M012656_Iraq,1981-03-08,Friendly
M012656_Morocco,1981-03-08,Friendly
M012657_Japan,1981-03-08,Friendly
M012657_South Korea,1981-03-08,Friendly
M012658_Chile,1981-03-10,Friendly
M012658_Colombia,1981-03-10,Friendly
M012659_Fiji,1981-03-10,Friendly
M012659_Tahiti,1981-03-10,Friendly
M012660_Greece,1981-03-11,FIFA World Cup qualification
M012660_Luxembourg,1981-03-11,FIFA World Cup qualification
M012661_Jordan,1981-03-11,Friendly
M012661_Saudi Arabia,1981-03-11,Friendly
M012662_Brazil,1981-03-14,Friendly
M012662_Chile,1981-03-14,Friendly
M012663_Colombia,1981-03-15,Friendly
M012663_Paraguay,1981-03-15,Friendly
M012664_Bolivia,1981-03-15,FIFA World Cup qualification
M012664_Venezuela,1981-03-15,FIFA World Cup qualification
M012665_Iraq,1981-03-18,FIFA World Cup qualification
M012665_Qatar,1981-03-18,FIFA World Cup qualification
M012666_Chile,1981-03-19,Friendly
M012666_Colombia,1981-03-19,Friendly
M012667_Bahrain,1981-03-19,FIFA World Cup qualification
M012667_Syria,1981-03-19,FIFA World Cup qualification
M012668_Iraq,1981-03-21,FIFA World Cup qualification
M012668_Saudi Arabia,1981-03-21,FIFA World Cup qualification
M012669_Alderney,1981-03-21,Muratti Vase
M012669_Jersey,1981-03-21,Muratti Vase
M012670_Liberia,1981-03-22,African Cup of Nations qualification
M012670_Morocco,1981-03-22,African Cup of Nations qualification
M012671_Bahrain,1981-03-22,FIFA World Cup qualification
M012671_Qatar,1981-03-22,FIFA World Cup qualification
M012672_Bolivia,1981-03-22,FIFA World Cup qualification
M012672_Brazil,1981-03-22,FIFA World Cup qualification
M012673_Czechoslovakia,1981-03-24,Friendly
M012673_Switzerland,1981-03-24,Friendly
M012674_Saudi Arabia,1981-03-24,FIFA World Cup qualification
M012674_Syria,1981-03-24,FIFA World Cup qualification
M012675_Belgium,1981-03-25,FIFA World Cup qualification
M012675_Republic of Ireland,1981-03-25,FIFA World Cup qualification
M012676_Bahrain,1981-03-25,FIFA World Cup qualification
M012676_Iraq,1981-03-25,FIFA World Cup qualification
M012677_England,1981-03-25,Friendly
M012677_Spain,1981-03-25,Friendly
M012678_Poland,1981-03-25,Friendly
M012678_Romania,1981-03-25,Friendly
M012679_France,1981-03-25,FIFA World Cup qualification
M012679_Netherlands,1981-03-25,FIFA World Cup qualification
M012680_Bulgaria,1981-03-25,Friendly
M012680_Yugoslavia,1981-03-25,Friendly
M012681_Northern Ireland,1981-03-25,FIFA World Cup qualification
M012681_Scotland,1981-03-25,FIFA World Cup qualification
